Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2020,12,Female,16,Left-Handed,160,20,64,2,Car,50,0.374,90,Athletics,1000,985,1000,850,950,950,20,Same length,11,8,Same length,May,Winter,No,No,Poultry,Water,Mathematics and statistics,9,11,3,Yes - broadband connection,Cell phone,5,10,8,160,120,5,5,0,10,2,168,21,0,3,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Doctor or nurse,Religious
USA,CA,2015,12,Female,16,Right-Handed,154.9,54.3,555.1,3,Car,15,5,12,Bowling,0,0,0,0,0,0,54,Same length,76,76,Same length,December,Fall,No,Yes,Seafood,Tea,Music,3,0,6,Yes - dial-up connection,Text messaging,87,87,33,12,22,29,34,26,34,18,43,19,28,34,A lot,Graduate degree,Rock and roll,Telepathy,Rich,Actor,Other
USA,CA,2017,12,Female,16,Right-Handed,155,22.5,153.5,2,Car,20,0.396,44,Other,1000,1000,1000,1000,1000,1000,23.5,Left foot,7.5,6,Index finger,November,Fall,No,No,Pizza/Pasta,Water,Music,7,7,4,Yes - other,Text messaging,40,40,28,0,160,14,0,0,35,28,42,2,0,7,A lot,Undergraduate degree,Punk rock,Fly,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2016,9,Female,15,Right-Handed,,,,,Walk,20,42,38,Skateboarding/Rollerblading,1000,9980,9999,1000,4000,5000,,Same length,,,Index finger,April,Fall,No,No,Rice/Noodle dishes,Water,Art,8,8,10,Yes - broadband connection,Text messaging,10,12,3,1,5,2,4,1,1,1,5,0,0,2,Some,Graduate degree,Other,Freeze time,Healthy,Friend,"Wildlife, animals"
USA,CA,2015,8,Male,14,Right-Handed,113,24,165,1,Walk,10,0.287,56,Running/Jogging,0,750,250,250,1000,1000,69,Right foot,70,75,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,Other,9,9,3,Yes - broadband connection,In person,0,0,5,0,14,1,5,10,5,3,20,2,0,0,A lot,Graduate degree,Other,Invisibility,Happy,Relative,Education/Youth development
USA,CA,2015,12,Male,17,Right-Handed,172,24,150,2,Skateboard/Scooter/Rollerblade,35,0.435,58,Table Tennis,770,824,904,508,807,1000,25,Left foot,110,140,Same length,May,Spring,No,No,Pizza/Pasta,Water,Physical education,8,,10,Yes - broadband connection,In person,30,30,7,1,2,13,19,7,2,1,75,0,0,30,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,Environment
USA,CA,2016,12,Male,17,Right-Handed,178,32,190,2,Car,10,0.31,37,Soccer,203,561,1000,1000,37,759,27,Same length,80,80,Same length,May,Winter,No,No,Meat,Water,History,6,12,3,Yes - broadband connection,Internet chat or instant messaging,300,400,30,0,2,5,145,118,168,168,37,0,0,0,Very little,High school,Punk rock,Super strength,Happy,Relative,Health
USA,CA,2012,12,Female,16,Ambidextrous,157.4,,,3,Car,10,,,Dancing,2,5,6,4,3,1,,,,,,July,Winter,No,No,Fruit,Water,Mathematics and statistics,9,9,2,Yes - dial-up connection,Text messaging,40,40,10,3,7,3,3,0,20,7,25,10,4,0,Some,Graduate degree,Country,Invisibility,Happy,Relative,Health
USA,CA,2016,12,Female,17,Right-Handed,162.5,24,162,1,Car,7,0.691,50,Baseball/Softball,1000,1000,1000,1000,1000,1000,23,Right foot,,,,January,Winter,No,No,No favorite,Water,English,6,9,5,Yes - broadband connection,Text messaging,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,7,Male,12,Right-Handed,153,23,162,2,Car,5,0.412,36,Walking/Hiking,925,850,556,492,342,524,23,Same length,65,70,Ring finger,March,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,9,3,Yes - broadband connection,In person,3,0,21,1,7,15,6,27,0,1,1,7,1,1,Some,Other,Other,Freeze time,Healthy,Other,"Wildlife, animals"
USA,CA,2018,11,Male,18,Right-Handed,166,36,167,1,Walk,45,0.36,34,Skateboarding/Rollerblading,866,759,658,572,476,781,36,Same length,69,72,Ring finger,December,Winter,Yes,No,Pizza/Pasta,Juice,Computers and technology,8,10,3,Yes - broadband connection,In person,3,4,1,1,7,7,0,11,0,1,14,7,0,3,Some,Undergraduate degree,Rock and roll,Freeze time,Happy,Actor,Education/Youth development
USA,CA,2020,7,Male,14,Right-Handed,5'10,11,59,2,Car,5,0.162,45,Soccer,1000,1000,700,1000,600,1000,11,Right foot,8mm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happy,Relative,Environment
USA,CA,2016,12,Female,17,Left-Handed,170,25,176,2,Car,7,0.47,44,Dancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,7,Male,12,Right-Handed,149,24,153,2,Car,7,0.36,43,Soccer,1000,941,733,818,225,348,23,Right foot,89,95,Ring finger,December,Winter,Yes,No,Fruit,Water,Physical education,10,8,5,Yes - broadband connection,In person,30,35,15,0,7,18,15,4,6,2,15,3,0,2,Some,Graduate degree,Rap/Hip hop,Fly,Rich,,Environment
USA,CA,2018,9,Male,16,Right-Handed,187.9,25.4,189.3,1,Car,5,0.005,30,Swimming,1000,600,1000,400,0,1000,26.6,Same length,10.1,10.1,Same length,May,Summer,No,Yes,Meat,Sports drink,Physical education,6,9,2,Yes - broadband connection,In person,5,10,17,2,0,8,21,28,10,13,44,0,0,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,"Wildlife, animals"
USA,CA,2017,12,Female,17,Right-Handed,153,20,146,2,Car,15,0.356,29,Walking/Hiking,1000,1000,1000,1000,0,0,21,Left foot,70,60,Index finger,July,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,8,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",3,6,5,10,2,12,1,1,10,0,1,3,0,0,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,CA,2013,12,Male,17,Right-Handed,177.8,27.94,177.8,2,Bicycle,8,0.406,36,Swimming,500,600,200,100,800,800,26.67,Same length,63.5,76.2,Ring finger,March,Winter,No,No,Meat,Water,Mathematics and statistics,7,8,3,Yes - broadband connection,In person,50,30,35,15,30,20,10,15,0,5,10,40,0,35,Very little,Graduate degree,Country,Freeze time,Happy,Other,Health
USA,CA,2019,12,Male,16,Ambidextrous,184,28,83,3,Walk,20,0.635,46,Basketball,950,900,1000,800,600,750,28,Same length,,86,Ring finger,July,Winter,Yes,No,Meat,Water,Computers and technology,5.5,8,3,Yes - other,Internet chat or instant messaging,0,0,1,0.5,15,2,2,2,4,2,10,0,0,4,Some,Graduate degree,Pop,Super strength,Rich,Business person,Education/Youth development
USA,CA,2018,12,Male,16,Right-Handed,176,26.5,180,2,Walk,10,0.478,44,Athletics,749,439,920,791,198,914,26.5,Same length,75,77,Ring finger,November,Winter,No,No,Meat,Water,Mathematics and statistics,8,8,5,Yes - broadband connection,Text messaging,100,100,8,1,10,5,14,6,6,6,14,1,0,1,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Sports person,"Arts, culture, sports"
USA,CA,2019,11,Female,17,Right-Handed,130,24,130,3,Car,20,0.499,39,Table Tennis,900,800,900,900,900,900,23,Right foot,89,90,Ring finger,May,Winter,No,No,Rice/Noodle dishes,Water,Languages,6,8,3,Yes - broadband connection,Text messaging,150,400,15,0,8,4,0,2,1,6,5,14,2,2,A lot,Graduate degree,Punk rock,Fly,Happy,Relative,International aid
USA,CA,2020,12,Male,17,Right-Handed,171,29,72,2,Car,20,0.47,40,Walking/Hiking,600,650,850,900,800,1000,29,Same length,48,50,Ring finger,May,Winter,No,No,Seafood,Water,Art,7,11,4,Yes - broadband connection,Internet chat or instant messaging,7,6,0,0,4,2,0,6,0,4-Jan,7,0,0,2,Some,Graduate degree,Jazz,Freeze time,Happy,Friend,"Arts, culture, sports"
USA,CA,2013,12,Female,17,Right-Handed,66,24,54,2,Car,7,0.868,44,Tennis,650,750,600,600,700,700,24,Same length,7.5,7.8,Ring finger,June,Winter,No,No,Poultry,Water,History,5,11,5,Yes - broadband connection,Text messaging,195,237,10,12,7,7,0,0,4,18,36,12,17,7,A lot,Graduate degree,Pop,Freeze time,Happy,Friend,International aid
USA,CA,2017,12,Female,16,Right-Handed,157,21,155,1,Car,3,0.83,50,Other,900,900,800,800,400,500,21,Same length,81,77,,November,Spring,No,,Seafood,Water,Other,8,6,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",50,70,4,1,8,1,4,0,8,2,5,0,0,8,A lot,Graduate degree,Pop,Invisibility,Rich,Teacher,"Wildlife, animals"
USA,CA,2016,12,Female,17,Right-Handed,172,24,158,1,Car,75,0.858,50,None,1000,800,800,700,1000,1000,23,Right foot,70,75,Ring finger,December,Fall,No,Yes,Rice/Noodle dishes,Water,English,5,10,4,Yes - broadband connection,Cell phone,50,50,5,0,30,8,0,0,15,4,30,10,1,4,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,"Wildlife, animals"
USA,CA,2019,7,Female,13,Right-Handed,155,5.085,147,2,Car,10,0.364,62,Other,5,6,7,8,4,9,6.5,Left foot,6,6.5,Ring finger,October,Fall,No,No,Rice/Noodle dishes,Water,Social studies,8,10,7,Yes - other,In person,3,4,3,3,3,3,6,0,4,1,2,6,0,3,A lot,Graduate degree,Other,Freeze time,Famous,Musician or singer,Health
USA,CA,2014,12,Male,17,Right-Handed,184.1,26.67,184,2,Car,7,0.56,62,Other,600,600,700,200,900,950,26.7,Left foot,800.1,800.1,Same length,October,Summer,No,No,Meat,Water,History,7,9,5,Yes - broadband connection,Text messaging,10,15,60,1,15,5,10,25,10,4,40,9,2,2,Some,Graduate degree,Pop,Fly,Healthy,Relative,"Arts, culture, sports"
USA,CA,2016,12,Female,16,Right-Handed,178,27,176,1,Car,4,0.399,45,Other,1000,1000,900,800,500,500,27,Same length,203,203,Same length,December,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,9,10,3,Yes - broadband connection,Text messaging,100,100,4,4,6,9,10,0,6,7,2,7,0,1,Some,Graduate degree,Other,Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2016,11,Male,17,Right-Handed,1.6,28,172,2,Walk,30,0.48,61,Football (American),471,492,898,433,487,460,28,Same length,80,80,Same length,August,Winter,No,No,Meat,Water,History,7,10,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,27,25,7,5,12,25,7,17,4,18,6,0,7,Some,Some college,Rap/Hip hop,Fly,Happy,Relative,Education/Youth development
USA,CA,2016,11,Female,18,Right-Handed,164,23,63,1,Car,10,,,Swimming,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2017,7,Male,13,Left-Handed,45,10,35,200,Car,10,0.335,54,Soccer,1000,1000,1000,1000,0,0,10,Same length,9,7,Same length,March,Winter,No,No,Pizza/Pasta,Milk,Physical education,8,11,6,Yes - other,Text messaging,0,25,0,0,3,4,1,0,6,0,8,9,0,4,A lot,Undergraduate degree,Other,Fly,Healthy,Doctor or nurse,Health
USA,CA,2016,12,Female,16,Right-Handed,160,24,152,2,Bus,35,0.384,36,Walking/Hiking,781,198,871,738,1000,1000,24.13,Right foot,73,84,Ring finger,April,Fall,Yes,No,Rice/Noodle dishes,Water,Art,6,12,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",300,300,0,0,14,2,0,5,14,50,50,0,0,30,A lot,Graduate degree,Punk rock,Freeze time,Happy,Friend,International aid
USA,CA,2017,12,Male,17,Right-Handed,186,28,194,3,Bus,30,0.453,29,Basketball,765,707,684,747,506,732,28,Same length,85,80,Ring finger,December,Winter,No,No,Poultry,Water,Mathematics and statistics,7,12,2,Yes - broadband connection,Text messaging,100,50,24,3,12,24,12,4,9,2,24,1,0,6,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Teacher,Health
USA,CA,2018,8,Female,14,Right-Handed,157,22,161,1,Bus,20,0.417,36,Dancing,813,936,1000,604,310,332,22.5,Left foot,50,55,Ring finger,January,Winter,Yes,No,Desserts,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,In person,6,4,4,1,3,7,6,3,3,1,8,5,0,2,Some,Some college,Pop,Telepathy,Happy,Coach or club leader,"Wildlife, animals"
USA,CA,2018,12,Male,17,Right-Handed,170,24,169,2,Walk,15,0.32,36,None,200,500,200,100,900,1000,24,Same length,75,83,Ring finger,January,Summer,Yes,No,Pizza/Pasta,Water,Physical education,3,13,3,Yes - broadband connection,Text messaging,150,150,30,0,20,7,0,10,20,20,50,14,0,3.5,Some,Graduate degree,Rap/Hip hop,Fly,Famous,Relative,Other
USA,CA,2013,6,Male,11,Left-Handed,132,24,148,1,Car,20,2,1,Tennis,1000,1000,1000,1000,5,13,24,Same length,7.4,7.9,Ring finger,August,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,10,18,4,Yes - broadband connection,In person,0,0,1,0,6,13,3,3,1,1,2,6,0,1,Some,Graduate degree,Pop,Freeze time,Healthy,Relative,Health
USA,CA,2017,7,Female,12,Right-Handed,160,9.5,153,3,Bus,30,1.402,55,Swimming,1000,513,1000,663,465,508,10,Same length,30,25,Index finger,September,Summer,Yes,Yes,Rice/Noodle dishes,Water,Art,8,10,3,Yes - broadband connection,Text messaging,12,13,0,1,5,4,3,1,3,4,3,3,0,3,Some,Other,Rock and roll,Fly,Happy,Relative,Health
USA,CA,2014,5,Male,11,Right-Handed,143,20,144,1,Car,3,0.752,60,Cycling,1000,1000,1000,887,1000,1000,56,Right foot,7,8,Ring finger,October,Winter,No,No,Meat,Energy drink,Science,9,10,4,Yes - broadband connection,,2,3,3,0,1,4,2,6,0,1,2,1,0,1,Very little,Graduate degree,Techno/Electronic,Freeze time,Happy,Relative,Health
USA,CA,2012,12,Female,17,Right-Handed,125,23,152,2,Car,15,0.226,38,Basketball,578,406,829,1000,107,460,23,Same length,80,60.5,Index finger,April,Spring,Yes,No,Poultry,Water,Art,5,8,3,Yes - broadband connection,Text messaging,40,37,24,6,21,16,21,0,2,7,21,6,4,4,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,International aid
USA,CA,2014,12,Female,17,Right-Handed,62,24,63.5,1,Car,15,0.758,56,Walking/Hiking,1000,500,100,200,1000,1000,24.2,Left foot,67,68,Ring finger,November,Summer,No,No,Rice/Noodle dishes,Water,English,6,10,4,Yes - broadband connection,In person,100,100,15,2,15,5,2,0,21,40,40,3,0,1,A lot,Undergraduate degree,Rock and roll,Telepathy,Happy,Community leader or elder,Health
USA,CA,2019,9,Male,14,Right-Handed,173,25,173,2,Car,15,0.318,0.39,Football (American),500,500,600,700,1000,1000,25,Same length,87,74,Index finger,August,Winter,No,No,Meat,Juice,Science,6,9,5,Yes - broadband connection,Text messaging,51,50,3,2,20,20,3,6,16,4,20,3,0,3,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Relative,Education/Youth development
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2017,12,Female,17,Right-Handed,165,23.5,162.5,2,Rail (Train/Tram/Subway),20,0.431,48,Other,1000,888,1000,759,449,545,23,Right foot,85,85,Same length,December,Fall,No,No,Pizza/Pasta,Juice,English,6,11,5,Yes - other,Text messaging,124,134,3,1,2,3,3,0,5,10,7,8,0,0,Some,Graduate degree,Other,Super strength,Healthy,Relative,Environment
USA,CA,2020,12,Female,17,Right-Handed,5’3,23,154,2,Bus,60,0.734,52,Dancing,1000,1000,1000,1000,1000,1000,23,Same length,70,80,Ring finger,August,Spring,Yes,No,Pizza/Pasta,Coffee,English,6,6,3,Yes - broadband connection,Text messaging,50,55,3,2,10,4,3,1,10,15,50,6,0,20,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2015,12,Male,16,Right-Handed,161,25,167.5,3,Walk,5,,,Running/Jogging,1000,500,1000,1000,1000,1000,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,12,Female,18,Right-Handed,147,22,123,2,Walk,13,0.7,64,Other,1000,900,900,700,10,20,21.5,Right foot,70,70,Same length,October,Fall,No,No,Pizza/Pasta,Sports drink,History,7,10,10,Yes - broadband connection,Cell phone,100,110,8,3,15,9,7,0,8,12,8,4,0,6,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Community leader or elder,International aid
USA,CA,2014,5,Male,11,Ambidextrous,140,23,140,1,Car,30,0.799,58,Hockey (Ice),1000,1000,1000,1000,10,2,22,Right foot,62,63,Ring finger,January,Summer,Yes,No,Fruit,Water,Physical education,10,13,4,Yes - other,Internet chat or instant messaging,20,30,10,5,7,2,20,7,1,2,7,1,2,6,A lot,Graduate degree,Heavy metal,Fly,Healthy,Relative,Health
USA,CA,2014,12,Male,17,Right-Handed,178,27.4,177.8,1,Car,15,0.368,37,Lacrosse,10,10,10,10,1000,1000,27.4,Same length,83,86,Ring finger,September,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Music,5,11,5,Yes - broadband connection,In person,300,900,25,1,5,2,10,0,10,10,10,5,0,0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2013,10,Female,15,Right-Handed,154,22,155,1,Car,30,0.337,39,Dancing,700,610,600,800,1000,999,22,Right foot,65,68,Ring finger,May,Spring,Yes,No,Fruit,Milk,Computers and technology,7,8.5,3,Yes - other,E-mail,0,3,3,1,26,2,7.5,0.5,0,0.5,20,4.5,0,1,A lot,Graduate degree,Pop,Freeze time,Happy,Other,Health
USA,CA,2016,9,Female,15,Right-Handed,5,7,,1,Bus,20,0.559,56,Athletics,6000,6000,7000,6000,8000,8000,,Right foot,10,7,Index finger,March,Spring,Yes,No,Other,Other,English,8,8,2,Yes - other,Internet chat or instant messaging,20,20,6,2,4,1,0,0,4,4,5,1,0,4,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,Other
USA,CA,2015,6,Female,11,Right-Handed,160,24,153,2,Car,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Male,16,Right-Handed,170,23,170,2,Car,6,0.4,46,None,1000,1000,791,235,620,872,23,Same length,72,72,Index finger,September,Fall,Yes,No,Meat,Water,Music,5,7,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",36,11,3,2-Jan,21,7,0,2,14,14,15,0,0,1,A lot,Undergraduate degree,Techno/Electronic,Freeze time,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2016,12,Female,17,Right-Handed,170,22.5,150,2,Car,20,20,30,Dancing,800,800,500,600,700,900,23.5,Right foot,70,80,Ring finger,August,Summer,No,No,Pizza/Pasta,Water,English,6,9,6,Yes - broadband connection,In person,80,80,20,7,35,12,9,0,40,7,10,9,12,7,A lot,Undergraduate degree,Rap/Hip hop,Invisibility,Happy,Teacher,Health
USA,CA,2018,8,Male,29,Left-Handed,187,27,195,1,Car,35,0.404,60,Tennis,1000,786,465,465,1000,1000,27,Same length,91,100,Ring finger,July,Summer,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,6,7,4,Yes - broadband connection,Text messaging,25,25,5,3,10,5,4,10,3,2,15,4,25,1,Some,Graduate degree,Pop,Fly,Happy,Teacher,Environment
USA,CA,2013,12,Male,17,Left-Handed,177,320,179,1,Bus,50,0.37,44,Other,594,700,700,700,1000,1000,320,Same length,95,80,Index finger,January,Summer,No,No,Poultry,Water,Other,7,8,3,Yes - broadband connection,Text messaging,250,300,3,0,12,5,15,2,6,42,32,3,0,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Education/Youth development
USA,CA,2016,12,Male,17,Right-Handed,,,,1,Car,20,,,Other,850,750,775,690,980,975,,Same length,,,Index finger,November,Winter,No,No,Pizza/Pasta,Water,Art,6,12,4,,Internet chat or instant messaging,,,,,,,,,,,,,,,A lot,Undergraduate degree,Classical,Telepathy,Happy,Other,Environment
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2019,11,Male,16,Right-Handed,177.8,27,177,2,Bus,60 mi,0.339,37,Soccer,900,1000,1000,1000,1000,900,26,Right foot,105,90,Index finger,February,Winter,No,No,Meat,Water,History,6,9,5,Yes - broadband connection,Text messaging,37,37,35,0.5,24,15,4,5,5,2,42,2,0,2,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Friend,"Wildlife, animals"
USA,CA,2017,12,Female,17,Right-Handed,151,23.8,147,2,Car,15,0.4,53,Dancing,717,717,786,765,797,1000,23.8,Same length,6.1,6.3,Ring finger,August,Winter,Yes,No,,Water,Science,3,10,7,Yes - broadband connection,Internet chat or instant messaging,16,10,25,2,42,8,5,0,40,40,35,28,0,17,A lot,Undergraduate degree,Pop,Telepathy,Happy,Doctor or nurse,Health
USA,CA,2011,12,Male,17,Right-Handed,171,25,170,2,Car,15,0.324,40,Other,800,700,800,,1000,1000,24.5,Right foot,98,100,Ring finger,July,Winter,Yes,No,Pizza/Pasta,Soft drink (non-caffeinated),Mathematics and statistics,7,13,4,Yes - broadband connection,Internet chat or instant messaging,0,0,5,1,4,0,0,50,0,2,70,0,0,0,Very little,Graduate degree,Techno/Electronic,Freeze time,Rich,Doctor or nurse,Health
USA,CA,2013,7,Male,13,Right-Handed,165,25,175,1,Car,15,0.704,49,Cycling,1000,888,1000,941,444,711,25,Same length,80,80,Same length,September,Spring,No,No,Pizza/Pasta,Water,English,9,9,4,Yes - other,In person,0,0,2,,5,2,4,2,0,0,1,5,0,2,Some,Graduate degree,Other,Telepathy,,Doctor or nurse,Environment
USA,CA,2019,12,Female,17,Right-Handed,168,23,160,3,Car,11,0.254,35,Running/Jogging,1000,1000,1000,1000,550,600,23,Right foot,77,79,Ring finger,March,Spring,Yes,No,Breads/Sandwiches,Water,Science,6,6,4,Yes - broadband connection,Text messaging,200,200,15,5,10,5,8,0,5,5,5,5,0,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,International aid
USA,CA,2019,12,Male,17,Right-Handed,181,26,172,1,Walk,5,0.374,59,Other,984,380,898,807,1000,1000,26,Same length,85,85,Same length,August,Winter,No,No,Meat,Water,Computers and technology,8,10,4,Yes - broadband connection,Internet chat or instant messaging,2,4,5,0.5,25,5,1,6,3,0.5,5,3,0,1,A lot,Graduate degree,Other,Telepathy,Healthy,Teacher,Health
USA,CA,2019,12,Male,16,Right-Handed,174,26,179,3,Walk,10,0.742,46,Golf,700,850,800,800,400,500,26,Same length,90,90,Same length,September,Summer,No,No,Seafood,Water,History,8,7,3,Yes - broadband connection,In person,20,40,3,1,3,10,20,2,4,1,1,2,0,2,None,Graduate degree,Rock and roll,Freeze time,Healthy,Sports person,"Wildlife, animals"
USA,CA,2018,12,Female,17,Right-Handed,160,25,162,2,Car,25,0.39,30,Dancing,421,342,417,417,300,350,25,Same length,8,9,Ring finger,June,Winter,No,No,Fruit,Water,Music,7,9,5,Yes - broadband connection,Text messaging,0,0,18,1,10,7,5,20,7,8,30,10,10,7,A lot,Graduate degree,Other,Invisibility,Famous,Musician or singer,International aid
USA,CA,2019,11,Male,15,Right-Handed,175,,178,2,Car,5,0.28,36,Baseball/Softball,615,299,748,709,205,1000,,Same length,80,90,Ring finger,January,Summer,Yes,No,Meat,Water,Mathematics and statistics,6,9,2,Yes - broadband connection,Text messaging,200,300,12,2,6,4,12,0,5,5,20,2,0,5,A lot,Undergraduate degree,Rhythm and blues (R&B),Freeze time,Rich,Sports person,Health
USA,CA,2017,12,Female,17,Right-Handed,59,22.5,60,2,Car,30,0.783,81,Soccer,1000,780,999,800,600,600,22.5,Same length,63.5,57.3,Ring finger,February,Winter,No,Yes,Salads,Water,Science,5,9,6,Yes - broadband connection,Text messaging,15,20,3,2,40,3,3,0,2,4,15,0,0,4,A lot,Undergraduate degree,Rock and roll,Invisibility,Healthy,Friend,Education/Youth development
USA,CA,2019,11,Male,17,Right-Handed,194,33,,2,Car,10,0.33,40,Basketball,500,500,500,500,700,700,33,Same length,80,90,Ring finger,October,Spring,,No,Meat,Water,Mathematics and statistics,6,8,3,,,28,24,7,1,18,5,1,,7,2,25,14,0,4,Some,Less than high school,Rock and roll,Fly,Happy,Business person,International aid
USA,CA,2017,11,Female,17,Right-Handed,161.5,26.7,170,2,Walk,5,0.563,46,Walking/Hiking,700,700,700,700,800,900,26.6,Right foot,60,75,Ring finger,April,Spring,No,No,No favorite,Water,Science,7.5,7.5,5,Yes - broadband connection,Text messaging,25,29,,,,,,,,,,,,,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,International aid
USA,CA,2010,12,Female,17,Left-Handed,162.5,24,170,1,Car,15,0.534,41,Other,600,600,600,,1000,1000,24.5,Left foot,75,75,Same length,January,Winter,No,No,Rice/Noodle dishes,Water,Art,4,8,4,Yes - broadband connection,Text messaging,2,2,8,0,50,24,22,20,5,2,21,30,0,7,A lot,Graduate degree,Other,Freeze time,Happy,Relative,Environment
USA,CA,2014,12,Male,17,Ambidextrous,170.1,29,163,2,Car,10,0.837,46,Lacrosse,100,300,500,0,800,1000,30,Left foot,74,75,Ring finger,March,Winter,No,No,Meat,Sports drink,Mathematics and statistics,7,9,5,Yes - broadband connection,Text messaging,500,520,10,1,6,2,8,0.5,3,5,4,3,0,0,,Graduate degree,Country,Invisibility,Rich,Coach or club leader,Religious
USA,CA,2019,7,Female,12,Right-Handed,,,,,Car,7,0.386,33,Dancing,904,1000,744,160,5,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
