Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2018,12,Male,21,Left-Handed,5'9,,,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,6,Female,10,Right-Handed,149,21,131,2,Car,4,15,7,Dancing,1000,1000,1000,1000,100,400,21,Same length,52,61,Ring finger,October,Winter,No,No,Meat,Powdered drink,Art,8,9,5,Yes - broadband connection,In person,12,15,7,0,1,0,1,0,30,5,1,1,0,10,Some,High school,Rap/Hip hop,Freeze time,Happy,Relative,International aid
USA,CA,2019,12,Female,21,Right-Handed,165.1,23.8,168,2,Car,25,0.593,67,Dancing,1000,730,880,630,980,970,24,Left foot,70,75,Ring finger,August,Spring,No,No,Salads,Water,Art,6,8,5,Yes - broadband connection,Text messaging,150,145,6,3,14,2,2,0,8,24,30,2,10,3,A lot,Graduate degree,Pop,Freeze time,Happy,Friend,"Arts, culture, sports"
USA,CA,2016,4,Male,15,Right-Handed,173,25,180,2,Car,17,0.294,39,Tennis,600,600,600,600,800,900,25,Same length,75,77,Ring finger,April,Fall,No,No,No favorite,Water,English,6,8,3,Yes - broadband connection,Internet chat or instant messaging,10,10,12,0,21,14,2,4,5,1,40,1,0,0,Some,Graduate degree,Other,Fly,Rich,Friend,Health
USA,CA,2019,12,Female,23,Right-Handed,14,25,163,1,Walk,10,0.964,49,Dancing,100,50,60,90,100,100,26,Left foot,85,90,Ring finger,September,Spring,Yes,No,Seafood,Tea,English,6,7,4,Yes - broadband connection,In person,7,6,4,8,6,0,0,2,3,2,36,11,12,4,A lot,Undergraduate degree,Pop,Invisibility,Happy,Friend,"Wildlife, animals"
USA,CA,2014,12,Female,17,Right-Handed,165,90,130,1,Car,15,0.777,58,Baseball/Softball,1000,1000,1000,1000,400,400,90,Same length,40,50,Ring finger,March,Spring,No,No,Seafood,Soft drink (caffeinated),English,7,9,5,Yes - broadband connection,Cell phone,15,14,18,2,6,5,4,2,0,20,15,25,20,15,A lot,Graduate degree,Country,Super strength,Healthy,Friend,Health
USA,CA,2017,12,Female,16,Right-Handed,160,20,120,2,Car,4,0.561,45,Other,400,900,1000,1000,500,600,20,Same length,27,25,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,English,7,7,5,Yes - broadband connection,Cell phone,150,200,1,3,20,4,10,0,1,6,25,4,1,5,Some,Graduate degree,Pop,Invisibility,Happy,Coach or club leader,International aid
USA,CA,2019,11,Male,16,Right-Handed,5'10,28,172,2,Car,10,0.4,43,Athletics,1000,1000,1000,1000,500,700,28,Same length,4,3,Index finger,March,Summer,Yes,No,Meat,Water,Computers and technology,8,7,7,Yes - broadband connection,In person,100,200,5,2,2,6,4,4,2,3,3,0,0,3,Very little,Graduate degree,Rap/Hip hop,Fly,Happy,Doctor or nurse,Health
USA,CA,2019,11,Male,17,Ambidextrous,185,35,155,1,Car,20,0.32,26,Athletics,1000,1000,813,439,1000,1000,35,Same length,63,64,Ring finger,June,Summer,No,No,Meat,Soft drink (caffeinated),Computers and technology,5,7,3,Yes - broadband connection,In person,100,150,10,0.5,25,1,5,8,15,10,15,10,35,3,A lot,Graduate degree,Other,Freeze time,Happy,Business person,Other
USA,CA,2020,12,Female,16,Right-Handed,165,24,160,2,Car,12,0.392,47,Basketball,775,588,786,540,684,797,24,Same length,65,65,Same length,September,Fall,No,No,Seafood,Water,Science,7,9,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",150,160,4,1,18,15,4,0,25,1,10,2,0,6,Some,Graduate degree,Pop,Invisibility,Happy,Relative,Health
USA,CA,2019,12,Female,17,Right-Handed,159.5,22,163,1,Car,30,0.599,41,Basketball,800,600,400,200,500,789,23,Right foot,90.5,90,Ring finger,April,Spring,No,No,Vegetables,Water,History,7,7,8,Yes - other,"Myspace, Facebook, other social networking sites, or blog",50,50,7,28,4,20,2,0,20,6,18,0,38,1,A lot,Graduate degree,Reggae,Telepathy,Happy,Religious figure,Health
USA,CA,2020,12,Male,17,Right-Handed,183,26,190cm,1,Car,15,0.229,39,Football (American),4,5,7,5,7,10,25.8,Right foot,6,7,Ring finger,January,Winter,No,No,Meat,Energy drink,History,4,4,2,Yes - other,Cell phone,300,300,20,1,0,3,5,3,10,10,5,1,40,5,None,Other,Country,Fly,Rich,Relative,Education/Youth development
USA,CA,2016,12,Female,17,Ambidextrous,175,27,175,1,Car,15,0.293,34,Swimming,610,754,668,620,786,775,27,Same length,80,80,Same length,July,Fall,No,No,Salads,Water,English,7,5,4,Yes - broadband connection,Text messaging,10,12,8,35,10,5,14,0,30,5,20,5,0,5,A lot,Graduate degree,Other,Invisibility,Healthy,Coach or club leader,"Wildlife, animals"
USA,CA,2015,6,Male,11,Right-Handed,142.5,9,56,1,Car,15,0.365,54,Baseball/Softball,500,500,700,500,500,900,10,Left foot,40,40,Same length,August,Summer,No,No,Other,Sports drink,History,10,10.5,4,Yes - broadband connection,Text messaging,15,25,32.5,0.5,3.5,17.5,20,5.5,20,15,10,13,0.1,2,A lot,Undergraduate degree,Pop,Freeze time,Famous,Friend,"Arts, culture, sports"
USA,CA,2013,12,Male,17,Right-Handed,173,28,170,2,Car,40,0.316,32,Table Tennis,508,508,508,508,1000,1000,28,Same length,70,80,Ring finger,May,Summer,No,No,Meat,Water,Science,8,11,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,50,6,0,15,6,8,3,7,1,30,0,0,0,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,CA,2018,12,Male,17,Right-Handed,183,33,175,1,Car,2,0.359,33,Soccer,900,600,700,700,1000,1000,31,Right foot,76.5,83,Ring finger,October,Winter,Yes,No,No favorite,Water,Science,8,12,5,Yes - broadband connection,Internet chat or instant messaging,5,12,12,1,6,6,12,5,5,5,20,1,12,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Teacher,Education/Youth development
USA,CA,2015,7,Female,13,Right-Handed,147,25,148,1,Car,25,0.403,41,Dancing,800,1000,857,150,150,300,25,Same length,65,75,Ring finger,November,Winter,Yes,No,Other,Water,Other,9,8,4,Yes - other,Text messaging,7,80,4,1,17,4,5,0.5,5,2,3,7,0.5,2.5,Some,Graduate degree,Country,Telepathy,Healthy,Friend,"Wildlife, animals"
USA,CA,2010,6,Male,11,Left-Handed,149,22,140,1,Car,10,0.565,80,Soccer,487,668,759,,642,1000,26,Same length,63,76,Ring finger,December,Summer,Yes,No,Meat,Sports drink,Mathematics and statistics,10,8,3,Yes - broadband connection,In person,0,0,3,0,12,24,5,4,0,1,1,9,0,1,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Friend,"Wildlife, animals"
USA,CA,2013,12,Female,17,Right-Handed,161,24,,2,Car,8,0.825,46,None,400,800,650,600,400,800,25,Left foot,,,,February,Fall,No,No,Poultry,Water,History,7,10,6,Yes - broadband connection,Text messaging,,,5,0.5,2,20,1,0,,,,,,10,A lot,Undergraduate degree,Rap/Hip hop,Telepathy,Rich,Relative,Health
USA,CA,2019,11,Male,17,Right-Handed,180,32,171,1,Car,20,0.356,35,Other,900,900,800,850,300,400,32,Same length,85,80,Index finger,August,Winter,No,No,Meat,Milk,History,9,9,4,No internet connection,In person,0,0,7,0,10,20,0,14,0,0,A lot,10,0,5,Some,Graduate degree,Other,Freeze time,Rich,Relative,Other
USA,CA,2018,12,Female,17,Right-Handed,67,22,164,1,Car,5,0.494,36,Tennis,900,400,400,200,800,800,23.2,Right foot,90,85,Index finger,November,Spring,No,No,Fruit,Water,Art,8,7,4,Yes - broadband connection,Text messaging,10,15,6,2,8,7,1,0,5,3,2,5,4,2,Very little,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health
USA,CA,2015,6,Female,11,Right-Handed,148,24,148,2,Car,3,0.462,61,Swimming,150,155,200,100,405,800,24,Same length,90,60,Index finger,May,Summer,No,No,Meat,Water,Art,9,10,4,Yes - broadband connection,Text messaging,10,11,15,3,5,10,5,1,6,9,6,5,0,0,,Graduate degree,Pop,Invisibility,Rich,Other,Religious
USA,CA,2020,12,Female,17,Right-Handed,168,18,178,1,Car,32,0.427,50,Other,973,920,877,941,781,872,19,Right foot,70,80,Ring finger,November,Spring,Yes,No,Rice/Noodle dishes,Water,History,7,9,3,Yes - broadband connection,Text messaging,50ish,70ish,26,2,25,5,6,1,6,4,35,30,0,5,Some,Graduate degree,Pop,Fly,Happy,Relative,Environment
USA,CA,2011,7,Female,12,Right-Handed,142.2,20,135,1,Car,7,0.45,35,Gymnastics,100,100,900,,10,20,20,Same length,70,60,Index finger,May,Summer,No,No,Meat,Water,English,9,9,4,Yes - dial-up connection,Internet chat or instant messaging,0,0,40,0.5,10,6,15,0,3,1,4,4,0,0.5,Very little,Graduate degree,Pop,Freeze time,Happy,Musician or singer,Health
USA,CA,2020,12,Female,16,Right-Handed,168,26,168,2,Car,10,0.699,38,Dancing,1000,642,856,535,16,380,24,Right foot,80,85,Ring finger,October,Winter,Yes,No,No favorite,Water,Mathematics and statistics,4,8,4,Yes - broadband connection,Cell phone,66,136,2,21,35,2,1,0,2,3,105,5,0,1,A lot,Graduate degree,Pop,Freeze time,Happy,Musician or singer,Education/Youth development
USA,CA,2013,12,Male,17,Right-Handed,175.6,24,171,1,Car,8,0.2956,26,Baseball/Softball,940,900,850,850,500,800,23.5,,85,90,Ring finger,September,Winter,Yes,No,No favorite,Water,Social studies,6,7,4,Yes - other,Text messaging,60,70,6,0.5,15,8,8,5,2,8,24,1,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,Education/Youth development
USA,CA,2019,7,Male,12,Right-Handed,154,22,154,2,Walk,7,0.32,32,Basketball,893,357,231,412,874,785,22,Same length,82,88,Ring finger,April,Fall,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,9,10.5,4,Yes - broadband connection,In person,0,0,3,0,16,2,7,3.5,1,0,11,0,0,0.5,Some,Graduate degree,Other,Freeze time,Healthy,Other,Health
USA,CA,2012,12,Female,17,Right-Handed,157,24,200,2,Walk,5,0.391,33,Soccer,1000,900,1000,1000,800,900,23,Right foot,7.2,7.5,Ring finger,February,Summer,No,No,Fruit,Water,Mathematics and statistics,8,9,8,Yes - broadband connection,In person,20,25,4,1,30,50,20,0,1,1,25,10,0,15,Some,Graduate degree,Other,Telepathy,Happy,Relative,Health
USA,CA,2016,12,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,8,Male,14,Right-Handed,167,27,165,1,Car,10,0.42,,Other,770,620,500,500,550,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Male,18,Right-Handed,171.3,,,2,Car,5,0.55,,Soccer,900,900,750,800,950,950,,Right foot,,,Same length,July,Winter,No,No,No favorite,Water,Science,7,5,4,Yes - broadband connection,Internet chat or instant messaging,3,5,17,0,1,7,6,20,0,0,25,0,0,1,Very little,Graduate degree,Other,Fly,Happy,Relative,Environment
USA,CA,2014,5,Male,10,Ambidextrous,141,22,140,1,Car,13,0.088,41,None,200,100,999,999,1,1,22,Left foot,67,73,Ring finger,May,Winter,No,No,No favorite,Milk,Mathematics and statistics,9,10,3,Yes - other,In person,0,0,45,1,34,47,60,7,0,0,3,21,0,0,Very little,Graduate degree,Other,Freeze time,Rich,Other,International aid
USA,CA,2011,12,Female,17,Right-Handed,180,28,184,1,Car,3,0.28,29,Basketball,840,882,909,,684,845,28,Same length,100,110,Ring finger,September,Spring,No,No,No favorite,Juice,Science,8,9,4,Yes - other,Text messaging,200,200,3,0,16,6,12,1,5,10,14,3,0,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,International aid
USA,CA,2016,12,Male,17,Right-Handed,62,33,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Male,16,Right-Handed,175,23,191,2,Walk,18,0.289,35,Swimming,800,800,900,800,800,1000,23,Same length,74,78,Ring finger,May,Spring,No,No,Rice/Noodle dishes,Water,Science,7.5,9.5,4,Yes - broadband connection,Internet chat or instant messaging,100,420,3,0.1,25,1,6,7,0.1,2,42,0,0,2,Some,Graduate degree,Techno/Electronic,Freeze time,Happy,Friend,Education/Youth development
USA,CA,2019,12,Female,17,Right-Handed,154.9,19.54,137.2,2,Walk,10,0.375,46,Soccer,100,1000,1000,1000,100,100,17.78,,76.2,76.2,Same length,January,Fall,No,No,Meat,Water,Social studies,6,10,6,Yes - other,Text messaging,200,200,35,1,8,2,6,0,5,1,1,1,0,1,Some,Graduate degree,Other,Freeze time,Happy,Doctor or nurse,Environment
USA,CA,2019,11,Male,16,Left-Handed,6'0,12,,2,Walk,10,,,,,,,,,,12,Left foot,,,,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2017,12,Female,17,Right-Handed,172,23,162,1,Car,10,0.445,46,Soccer,909,914,513,583,455,455,22,Right foot,80,80,Same length,December,Winter,Yes,No,Salads,Water,Languages,6,9,2,Yes - broadband connection,Text messaging,15,22,1,3,10,2,5,0,20,25,18,4,0,15,Some,Graduate degree,Other,Telepathy,Rich,Doctor or nurse,Health
USA,CA,2015,11,Female,16,Right-Handed,152.4,,152.4,2,Car,7,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2014,12,Male,17,Right-Handed,170,25,169,1,Car,30,0.397,29,Other,722,390,652,209,422,797,25,Same length,89,84,Index finger,September,Summer,No,No,Meat,Water,Music,5,11,3,Yes - broadband connection,Text messaging,5,6,5,1,6,4,3,2,4,3,5,2,0,2,Some,Graduate degree,Rock and roll,Super strength,Happy,Actor,Health
USA,CA,2015,11,Female,17,Right-Handed,165.1,22.86,162.5,2,Car,4,0.5,40,Dancing,6,7,8,5,6,9,22.86,Left foot,,,Ring finger,February,Summer,Yes,No,Pizza/Pasta,Juice,Mathematics and statistics,6,10,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,8,1,10,42,10,0,21,0,28,28,0,14,Some,Graduate degree,Pop,Freeze time,Happy,Business person,International aid
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2017,12,Male,16,Right-Handed,187,28,99,2,Walk,20,0.313,38,Soccer,7579,6985,8768,6756,3576,4233,27,Same length,68,70,Ring finger,September,Winter,No,No,Meat,Juice,Mathematics and statistics,7,9,5,Yes - other,Other,35,57,22,1,15,7,72,5,2,1,2,4,0,16,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Healthy,Sports person,International aid
USA,CA,2015,12,Female,17,Right-Handed,173,27,168,1,Bus,30,0.44,3.67,Swimming,1000,700,800,500,200,150,28,Left foot,89,73,Ring finger,January,Fall,Yes,No,Fruit,Water,Physical education,6,5,7,Yes - other,Text messaging,5,9,7,1,2,3,3,3,3,3,3,3,3,3,A lot,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Community leader or elder,International aid
USA,CA,2010,12,Female,17,Right-Handed,165,23,166,1,Walk,5,0.418,60,Other,600,400,400,,900,900,22,Right foot,41,39,Index finger,April,Summer,Yes,No,No favorite,Water,Music,7,10,3,Yes - broadband connection,In person,10,10,15,5,20,10,20,0,3,2,5,2,0,3,A lot,Graduate degree,Gospel,Fly,Happy,Religious figure,Religious
USA,CA,2017,11,Female,16,Right-Handed,165.1,24.6,,2,Car,20,0.372,58,Swimming,1000,1000,600,300,1000,1000,24.6,Same length,,,Ring finger,August,Summer,No,No,Pizza/Pasta,Water,English,9,7,7,Yes - broadband connection,Internet chat or instant messaging,60,200,20,2,14,15,15,2,25,25,20,1,0,3,A lot,Graduate degree,Rap/Hip hop,,Happy,Musician or singer,International aid
USA,CA,2015,12,Male,18,Left-Handed,173,25,182,2,Walk,25,0.708,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2012,12,Male,17,Right-Handed,172,26,168,2,Car,10,0.297,45,Soccer,1000,1000,1000,1000,1000,1000,27,Left foot,140,70,Ring finger,February,Spring,No,No,Pizza/Pasta,Water,English,5,6,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,4,0,21,1,21,7,10,0,10,0,0,0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,International aid
USA,CA,2017,12,Male,17,Left-Handed,176.7,25.2,173,2,Bus,37,0.297,35,Table Tennis,551,508,567,620,930,1000,25.2,Same length,112,78,Index finger,November,Summer,No,No,Poultry,Soft drink (non-caffeinated),Other,7,10,5,Yes - broadband connection,Internet chat or instant messaging,3,2,1,0,24,10,2,28,16,3,26,1,6,3,A lot,Graduate degree,Other,Fly,Happy,Relative,Other
USA,CA,2016,12,Female,18,Right-Handed,160,24.1,162,2,Bus,50,0.427,62,Walking/Hiking,900,500,300,500,1000,1000,24.1,Same length,70,72,Ring finger,September,Summer,No,No,Rice/Noodle dishes,Water,History,4,10,4,Yes - broadband connection,In person,50,100,40,0,20,10,0,0,10,5,10,6,0,0,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Friend,Environment
USA,CA,2017,12,Male,17,Right-Handed,174,27,176,2,Car,10,0.354,57,Tennis,200,0,1000,0,500,1000,26,Right foot,7.8,8.3,Ring finger,March,Summer,No,No,No favorite,Water,Mathematics and statistics,8,11,4,Yes - broadband connection,Text messaging,100,100,15,1,10,10,10,1,10,4,15,4,1,0.1,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Sports person,Education/Youth development
USA,CA,2017,12,Male,17,Right-Handed,180.3,12,70,1,Rail (Train/Tram/Subway),90,1.346,42,Soccer,1000,1000,1000,950,300,900,11.8,Right foot,40,41,Ring finger,October,Fall,Yes,No,Pizza/Pasta,Water,Music,5,7,5,Yes - other,Text messaging,0,5,6,1,9,5,8,0,1,1,5,2,0,5,A lot,Some college,Jazz,Freeze time,Happy,Musician or singer,International aid
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2016,12,Male,17,Right-Handed,180,28,180,2,Car,20,39,58,Table Tennis,800,750,950,700,900,900,28,Left foot,80,80,Ring finger,July,Winter,No,No,Poultry,Water,Mathematics and statistics,7,11,4,Yes - broadband connection,Internet chat or instant messaging,20,20,5,4,21,35,3,5,25,3,50,3,0,4,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Health
USA,CA,2017,10,Male,15,,152.4,31,73,2,Walk,5,0.272,46,Soccer,754,1000,1000,1000,1000,1000,19,Same length,6,7,Same length,September,Spring,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,8,6,,Internet chat or instant messaging,76,157,2,6,4,9,4,2,1,6,4,4,0,3,Very little,Undergraduate degree,Rap/Hip hop,Fly,Happy,Sports person,Health
USA,CA,2012,12,Male,17,Left-Handed,173,28,173,2,Bicycle,10,0.375,60,Hockey (Ice),1000,1000,1000,1000,1000,1000,28,Same length,74,74,Same length,July,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,3,Yes - broadband connection,Text messaging,200,220,24,10,20,8,20,20,20,20,20,20,20,0,A lot,Graduate degree,Rock and roll,Invisibility,Healthy,Actor,Health
USA,CA,2018,6,Female,11,Right-Handed,152.4,20,154,2,Car,15,0.599,53,Basketball,900,800,1000,1000,500,999,20,Same length,70,60,Index finger,March,Winter,Yes,No,No favorite,Tea,Music,8,5,4,Yes - other,Text messaging,30,90,3,0,1,7,3,6,12,4,1,2,0,2,A lot,Undergraduate degree,Rap/Hip hop,Fly,Rich,Musician or singer,Health
USA,CA,2015,12,Female,17,Right-Handed,167.5,23.5,164,3,Car,5,0.472,44,Basketball,1000,1000,1000,1000,800,800,23.5,Same length,,,Same length,May,Summer,No,No,Pizza/Pasta,Water,Other,6,8,5,Yes - broadband connection,In person,25,40,20,3,21,18,15,2,20,20,20,2,0,2,A lot,Some college,Rhythm and blues (R&B),Fly,Happy,Relative,International aid
USA,CA,2016,12,Female,16,Right-Handed,152.4,25.1,172.7,1,Car,8,0.37,76,None,900,900,1000,1000,600,800,25.1,Same length,,71,Ring finger,September,Summer,No,No,No favorite,Juice,Languages,5,7,3,Yes - broadband connection,Other,15,5,2.5,0.5,10,20,0,0,1,45,15,12,0,1,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,International aid
USA,CA,2019,12,Male,16,Right-Handed,70,25.4,181,1,Car,15,0.45,48,Basketball,500,500,500,500,1000,1000,25.4,Same length,70,80,Ring finger,October,Winter,No,No,Poultry,Water,Mathematics and statistics,8,10,2,Yes - broadband connection,Text messaging,5,10,5,1,5,5,1,0,1,1,3,0,0,2,None,Some college,Rap/Hip hop,Freeze time,Rich,Other,Education/Youth development
USA,CA,2016,7,Female,12,Right-Handed,156,23,154,2,Car,3,0.163,54,Basketball,1000,900,1000,800,1000,1000,23,Same length,70,75,Ring finger,June,Fall,No,No,Pizza/Pasta,Water,Music,7,7,5,Yes - broadband connection,Internet chat or instant messaging,300,1000,40,0,20,10,7,0,2,5,15,0,0,1,A lot,Some college,Techno/Electronic,Telepathy,Happy,Friend,Health
USA,CA,2015,8,Female,13,Right-Handed,160,22,161,2,Walk,10,0.391,36,Tennis,300,400,400,300,700,600,22,Same length,70,73,Ring finger,September,Spring,Yes,No,Meat,Water,Art,7,9,4,Yes - other,In person,5,12,5,0,12,1,4,0,1,1,0,0,0,1,A lot,Undergraduate degree,Pop,Invisibility,Rich,Actor,"Arts, culture, sports"
USA,CA,2012,10,Female,15,Right-Handed,174,25,168,1,Car,30,,,Basketball,450,650,850,850,650,1000,25,Same length,95,100,Ring finger,May,Spring,Yes,No,Fruit,Water,Art,8,8,6,Yes - broadband connection,Text messaging,,,18,1,22,20,14,0,20,20,5,2,0,3,A lot,Graduate degree,Pop,Telepathy,Happy,Business person,International aid
USA,CA,2018,12,Male,17,Right-Handed,178,28.5,180,2,Car,8,0.323,37,Tennis,750,750,600,600,750,750,25.4,Same length,7.1,7.5,Ring finger,May,Summer,Yes,No,Meat,Water,History,6.5,8,2,Yes - broadband connection,Text messaging,50,100,4,0.5,10,2,2,1,3,3,4,1,8,2,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,Health
USA,CA,2019,7,Male,12,Left-Handed,153,23,171,2,Walk,15,0.366,50,Basketball,1000,850,950,900,5,1000,24,Left foot,7,6.5,Index finger,,,,,,,,,,,,,,,6,3.5,7.5,44,9,28,0,14,25,12,2,1,A lot,Some college,Rap/Hip hop,,,,
USA,CA,2016,12,Female,17,Right-Handed,157,27,157,2,Car,20,0.348,44,Walking/Hiking,1000,1000,1000,900,500,1000,27,Same length,77,80,Ring finger,May,Fall,Yes,No,No favorite,Water,English,4,10,5,Yes - broadband connection,Text messaging,30,30,12,0.5,15,3,0,1,20,5,20,3,0,1,A lot,Graduate degree,Rock and roll,Telepathy,Rich,Relative,"Wildlife, animals"
USA,CA,2016,7,Female,13,Right-Handed,167,25,160,3,Car,6,0.378,47,Swimming,663,664,904,840,1000,1000,25,Same length,80,80,Same length,April,Summer,No,No,Desserts,Water,Science,6,11,4,Yes - broadband connection,In person,0,0,1,0,1,5,2,0,0,0,3,2,0,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Politician,"Arts, culture, sports"
USA,CA,2015,5,Female,10,Right-Handed,139,22,146,2,Car,8,0.402,48,Bowling,706,615,1000,850,1000,1000,21,Right foot,85,84,Index finger,August,Summer,Yes,No,Rice/Noodle dishes,Water,History,8,10,4,Yes - other,Text messaging,60,55,6,1,4,7,4,1,1,3,2,3,0,1,Some,Graduate degree,Pop,Invisibility,Happy,Business person,Education/Youth development
USA,CA,2017,10,Female,16,Right-Handed,167,24,170,1,Car,5,20,40,Baseball/Softball,1000,900,900,900,600,900,22,Right foot,70,55,Index finger,September,Summer,No,No,Meat,Water,Physical education,8,6,6,Yes - broadband connection,Internet chat or instant messaging,50,30,20,2,3,10,15,0,10,10,15,2,0,2,Some,Some college,Pop,Invisibility,Happy,Relative,Health
USA,CA,2014,12,Female,18,Right-Handed,160,111.8,182.9,2,Bus,30,0.553,30,Other,797,754,1000,1000,631,540,111.8,Same length,35,40,Ring finger,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,Female,16,Right-Handed,154,20,152,2,Car,5,0.487,39,Other,1000,1000,1000,1000,450,450,21,Left foot,60,63,Ring finger,December,Winter,No,No,Salads,Water,English,5,9,2,Yes - other,Text messaging,500,500,65,15,40,25,20,0,80,85,0,0,0,0,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Teacher,Health
USA,CA,2015,8,Female,14,Left-Handed,177,25,166,2,Car,10,0.949,53,Basketball,100,100,1000,1000,20,1000,25,Same length,70,80,Ring finger,August,Winter,Yes,No,Seafood,Water,Physical education,9,5,5,Yes - other,Internet chat or instant messaging,25,10,,,1,24,,,,2,,,,1,A lot,Some college,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,CA,2020,12,Female,17,Right-Handed,150,21,150,1,Bus,60,0.409,49,Walking/Hiking,834,1000,251,658,460,0,22,Left foot,70,60,Index finger,May,Fall,No,No,Rice/Noodle dishes,Water,History,7,9,3,Yes - broadband connection,Text messaging,40,55,2,5,8,0,0,5,18,7,1,0,0,0,Some,Undergraduate degree,Pop,Freeze time,Happy,Relative,International aid
USA,CA,2018,11,Male,17,Right-Handed,160.2,22.5,143,2,Car,25,0.546,58,Tennis,807,540,668,529,856,845,22,Right foot,70,60,Index finger,March,Winter,Yes,No,Rice/Noodle dishes,Water,History,5,7,5,Yes - broadband connection,Internet chat or instant messaging,250,225,20,10,32,10,0,0,56,62,56,4,0,6,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Community leader or elder,Education/Youth development
